DIAMD_NO	STOCK_NO	PARENT_ITEM_NO_ALT	BOUNCE_USE_ITEM	FULL_TITLE	MAIN_DESC	VARIANT_DESC	SERIES_CODE	ISSUE_NO	ISSUE_SEQ_NO	VOLUME_TAG	MAX_ISSUE	PRICE	PUBLISHER	UPC_NO	SHORT_ISBN_NO	EAN_NO	CARDS_PER_PACK	PACK_PER_BOX	BOX_PER_CASE	DISCOUNT_CODE	INCREMENT	PRNT_DATE	FOC_VENDOR	SHIP_DATE	SRP	CATEGORY	GENRE	BRAND_CODE	MATURE	ADULT	OA	CAUT1	CAUT2	CAUT3	RESOL	NOTE_PRICE	ORDER_FORM_NOTES	PAGE	WRITER	ARTIST	COVER_ARTIST
AUG120075	STK474943			STAR WARS AGENT O/T EMPIRE HARD TARGETS #1 (OF 5) (C: 1-0-0)	STAR WARS AGENT O/T EMPIRE HARD TARGETS		130754	1	0		5	2.99	DARK HORSE COMICS	76156820074400111			0	0	0	D3	10	9/24/2012	N	10/17/2012	2.99	1	SF	SW	N	N	N	1	0	0	N	N		60	Ostrander, John	Fabbri, Davide	Dziboa, Wes
AUG120076	STK474931			STAR WARS LOST TRIBE O/T SITH #3 (OF 5) SPIRAL (C: 1-0-0)	STAR WARS LOST TRIBE O/T SITH	SPIRAL	130546	3	0		5	2.99	DARK HORSE COMICS	76156821321800311			0	0	0	D3	10	9/17/2012	N	10/10/2012	2.99	1	SF	SW	N	N	N	1	0	0	N	N		62	Miller, John Jackson	Mutti, Andrea	Atiyeh, Michael
AUG120077	STK474930			STAR WARS KNIGHT ERRANT ESCAPE #5 (OF 5) (C: 1-0-0)	STAR WARS KNIGHT ERRANT ESCAPE		130269	5	0		5	3.5	DARK HORSE COMICS	76156818903200511			0	0	0	D3	10	9/17/2012	N	10/10/2012	3.5	1	SF	SW	N	N	N	1	0	0	N	N		63	Miller, John Jackson	Castiello, Marco	Atiyeh, Michael
AUG120078	STK474929			STAR WARS DARTH MAUL DEATH SENTENCE #4 (OF 4) (C: 1-0-0)	STAR WARS DARTH MAUL DEATH SENTENCE		130381	4	0		4	2.99	DARK HORSE COMICS	76156821327000411			0	0	0	D3	10	10/8/2012	N	10/31/2012	2.99	1	SF	SW	N	N	N	1	0	0	N	N		63	Taylor, Tom	Redondo, Bruno	Dorman, Dave
AUG120079	STK471088			STAR WARS DAWN O/T JEDI TP VOL 01 FORCE STORM (C: 1-1-2)	STAR WARS DAWN O/T JEDI TP	FORCE STORM	130566	1	0	VOL		18.99	DARK HORSE COMICS	 	1595829792	978159582979551899	0	0	0	V3	6	9/10/2012	N	12/12/2012	18.99	3	SF	SW	N	N	N	1	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	64	Ostrander, John	Duursema, Jan	Dziboa, Wes
AUG120080	STK474944			STAR WARS OMNIBUS CLONE WARS TP VOL 03 REPUBLIC FALLS (C: 1-	STAR WARS OMNIBUS CLONE WARS TP	REPUBLIC FALLS	130270	3	0	VOL		24.99	DARK HORSE COMICS	 	1595829806	978159582980152499	0	0	0	V3	8	9/17/2012	N	12/19/2012	24.99	3	SF	SW	N	N	N	1	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	64	Blackman, Haden	Ching, Brian	Ching, Brian
AUG120081	STK474921			CONAN THE BARBARIAN #9	CONAN THE BARBARIAN		129859	9	0			3.5	DARK HORSE COMICS	76156820053900911			0	0	0	D3	10	9/17/2012	N	10/10/2012	3.5	1	FA	CO	N	N	N	0	0	0	N	N		65	Wood, Brian	Lolos, Vasilis	Stewart, Dave
AUG120082	STK471080			GRANDVILLE BETE NOIRE HC (C: 0-1-2)	GRANDVILLE BETE NOIRE HC		0		0			19.99	DARK HORSE COMICS	 	1595828907	9781595828903	0	0	0	V3	6	9/10/2012	N	12/12/2012	19.99	3	CR	XX	N	N	N	0	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	66	Talbot, Bryan	Talbot, Bryan	Talbot, Bryan
AUG120083	STK471081			GRENDEL OMNIBUS TP VOL 02 LEGACY (C: 0-1-2)	GRENDEL OMNIBUS TP	LEGACY	130039	2	0	VOL		24.99	DARK HORSE COMICS	 	159582894X	978159582894152499	0	0	0	V3	7	9/3/2012	N	12/5/2012	24.99	3	SH	XX	N	N	N	0	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	67	Wagner, Matt	Wagner, Matt	
AUG120084	STK471086			SILVER STREAK ARCHIVES ORIGINAL DAREDEVIL HC VOL 02 (C: 0-1-	SILVER STREAK ARCHIVES ORIGINAL DAREDEVIL HC		130041	2	0	VOL		59.99	DARK HORSE COMICS	 	1595829482	978159582948155999	0	0	0	V3	7	9/3/2012	N	12/5/2012	59.99	3	AA	XX	N	N	N	0	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	68	Various,	Various,	Various,
AUG120085	STK471079			FORBIDDEN WORLDS ARCHIVES HC VOL 01 (C: 0-1-2)	FORBIDDEN WORLDS ARCHIVES HC		130565	1	0	VOL		49.99	DARK HORSE COMICS	 	1616550007	978161655000454999	0	0	0	V3	3	9/10/2012	N	12/12/2012	49.99	3	AA	XX	N	N	N	0	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	69	Hughes, Richard E.	Williamson, Al	
AUG120086	STK474947			SPACE FAMILY ROBINSON ARCHIVES HC VOL 05 (C: 0-1-2)	SPACE FAMILY ROBINSON ARCHIVES HC		128902	5	0	VOL		49.99	DARK HORSE COMICS	 	161655083X	978161655083754999	0	0	0	V3	3	9/17/2012	N	12/19/2012	49.99	3	SF	XX	N	N	N	0	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	69	DuBois, Gaylord	Spiegle, Dan	Spiegle, Dan
AUG120087	STK474949			OH MY GODDESS RTL TP VOL 43 (C: 0-1-2)	OH MY GODDESS RTL TP		17226	43	0	VOL		12.99	DARK HORSE COMICS	 	1616550821	978161655082051299	0	0	0	V3	10	11/12/2012	N	12/26/2012	12.99	3	HU	MA	N	N	N	0	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	70	Fujishima, Kosuke	Fujishima, Kosuke	Fujishima, Kosuke
AUG120088	STK474950			NGE SHINJI IKARI RAISING PROJECT TP VOL 12 (C: 0-1-2)	NGE SHINJI IKARI RAISING PROJECT TP		125558	12	0	VOL		9.99	DARK HORSE COMICS	 	1616550333	978161655033250999	0	0	0	V3	10	10/29/2012	N	12/5/2012	9.99	3	SF	MA	N	N	N	0	1	2	N	N	(NOTE: Item advance solicited for December 2012 on sale.)	70	Takahashi, Osamu	Takahashi, Osamu	Takahashi, Osamu
AUG120089	STK474961			GAME OF THRONES PINT GLASS STARK SIGIL (C: 1-1-3)	GAME OF THRONES PINT GLASS STARK SIGIL		0		0			9.99	DARK HORSE COMICS	761568224245	1616593172	9781616593179	1	1	24	U3	10	1/14/2013	N	2/13/2013	9.99	8	FA	MV	N	N	N	1	1	3	N	N	(NOTE: Item advance solicited for February 2013 on sale.)	71			
AUG120090	STK474963			GAME OF THRONES PINT GLASS TARGARYEN SIGIL (C: 1-1-3)	GAME OF THRONES PINT GLASS TARGARYEN SIGIL		0		0			9.99	DARK HORSE COMICS	761568224252	1616593180	9781616593186	1	1	24	U3	10	1/14/2013	N	2/13/2013	9.99	8	FA	MV	N	N	N	1	1	3	N	N	(NOTE: Item advance solicited for February 2013 on sale.)	71			
AUG120091	STK474964			GAME OF THRONES SHOT GLASS STARK SIGIL (C: 1-1-3)	GAME OF THRONES SHOT GLASS STARK SIGIL		0		0			5.99	DARK HORSE COMICS	761568224269	1616593199	9781616593193	1	1	96	U3	10	1/14/2013	N	2/13/2013	5.99	8	FA	MV	N	N	N	1	1	3	N	N	(NOTE: Item advance solicited for February 2013 on sale.)	71			
AUG120092	STK474965			GAME OF THRONES SHOT GLASS TARGARYEN SIGIL (C: 1-1-3)	GAME OF THRONES SHOT GLASS TARGARYEN SIGIL		0		0			5.99	DARK HORSE COMICS	761568224276	1616593202	9781616593209	1	1	96	U3	10	1/14/2013	N	2/13/2013	5.99	8	FA	MV	N	N	N	1	1	3	N	N	(NOTE: Item advance solicited for February 2013 on sale.)	71			
AUG120093	STK474966			GAME OF THRONES CERAMIC STEIN STARK SIGIL (C: 1-1-3)	GAME OF THRONES CERAMIC STEIN STARK SIGIL		0		0			19.99	DARK HORSE COMICS	761568224283	1616593210	9781616593216	1	1	24	U3	10	1/14/2013	N	2/13/2013	19.99	8	FA	MV	N	N	N	1	1	3	N	N	(NOTE: Item advance solicited for February 2013 on sale.)	71			
AUG120094	STK474967			GAME OF THRONES CERAMIC STEIN TARGARYEN SIGIL (C: 1-1-3)	GAME OF THRONES CERAMIC STEIN TARGARYEN SIGIL		0		0			19.99	DARK HORSE COMICS	761568224290	1616593229	9781616593223	1	1	24	U3	10	1/14/2013	N	2/13/2013	19.99	8	FA	MV	N	N	N	1	1	3	N	N	(NOTE: Item advance solicited for February 2013 on sale.)	71			
AUG120095	STK474960			2 INCH DOMO QEE MYSTERY BOX NEON SERIES (C: 1-1-2)	2 INCH DOMO QEE MYSTERY BOX NEON SERIES		0		0			134.85	DARK HORSE COMICS	761568211832	1616593296	9781616593292	1	15	4	U3	1	9/3/2012	N	9/19/2012	134.85	10	PC	XX	N	N	N	1	1	2	N	N	(NOTE: Item advance solicited for September 2012 on sale.)	72	N/A	N/A	N/A
AUG120096	STK474920			CLASSIC MARVEL CHARACTERS SERIES 2 #5 IRON MAN (C: 0-1-2)	CLASSIC MARVEL CHARACTERS SERIES 2	IRON MAN	130271	5	0			49.95	DARK HORSE COMICS	761568205596	1616592214	9781616592219	1	1	8	U3	6	10/22/2012	N	11/21/2012	49.95	10	XX	MH	N	N	N	0	1	2	N	N	(NOTE: Packaged in its own tin box, with a pin-back button and character booklet.  Item advance solicited for November 2012 on sale.)	73	Na	Na	Na
AUG120097	STK446305	JUN110064		CLASSIC MARVEL CHARACTERS #1 SPIDER-MAN (JUN110064)	CLASSIC MARVEL CHARACTERS	SPIDER-MAN	129188	1	0			49.95	DARK HORSE COMICS	761568188202			0	0	0	U3	6	7/5/2012	N	9/26/2012	49.95	10	XX	MH	N	N	Y	0	0	0	N	N	(NOTE: Packaged in its own tin box, with a pin-back button and character booklet.)	73	Na	Na	Na
AUG120098	STK460479	JAN120141		CLASSIC MARVEL CHARACTERS SPIDER MAN NYCC EXC (O/A) (C: 1-0-	CLASSIC MARVEL CHARACTERS SPIDER MAN NYCC EXC		0		0			49.95	DARK HORSE COMICS	761568188301	1616591552	9781616591557	1	1	8	U3	6	8/31/2012	N	9/19/2012	49.95	10	XX	MH	N	N	Y	1	0	0	N	N	(NOTE: Packaged in its own tin box, with a pin-back button and character booklet.)	73	Na	Na	Na
AUG120099	STK439212	MAR110037		ANGEL OMNIBUS (DH ED) TP VOL 01 (MAR110037)	ANGEL OMNIBUS (DH ED) TP		128797	1	0	VOL		24.99	DARK HORSE COMICS	 	1595827064	978159582706752499	0	0	0	V3	5	7/5/2012	N	9/26/2012	24.99	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Golden, Christopher	Matsuda, Jeff	Horton, Brian
AUG120100	STK296683	OCT050034		BILLY THE KID OLD TIMEY ODDITIES TP VOL 01 (OCT050034)	BILLY THE KID OLD TIMEY ODDITIES TP		128910	1	0	VOL		13.95	DARK HORSE COMICS	 	1593074484	978159307448751395	0	0	0	V3	8	7/5/2012	N	9/19/2012	13.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Hotz, Kyle	Hotz, Kyle
AUG120101	STK441489	APR110029		BILLY THE KID OLD TIMEY ODDITIES TP VOL 02 FIEND LONDON (APR	BILLY THE KID OLD TIMEY ODDITIES TP	FIEND LONDON	128910	2	0	VOL		15.99	DARK HORSE COMICS	 	1595827366	978159582736451599	0	0	0	V3	8	7/5/2012	N	9/26/2012	15.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Hotz, Kyle	Brown, Dan
AUG120102	STK423572	APR108091		BPRD TP VOL 09 1946 NEW PTG (APR108091)	BPRD TP	1946 NEW PTG	14509	9	1	VOL		17.99	DARK HORSE COMICS	 	1595821910	978159582191151799	0	0	0	V3	6	7/5/2012	N	9/19/2012	17.99	3	HO	MM	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Dysart, Joshua D. M.	Azaceta, Paul	Mignola, Mike
AUG120103	STK414507	MAR100045		BPRD TP VOL 13 1947 (MAR100045) (C: 1-0-0)	BPRD TP	1947	14509	13	0	VOL		17.99	DARK HORSE COMICS	 	1595824782	978159582478351799	0	0	0	V3	6	7/5/2012	N	9/26/2012	17.99	3	HO	MM	N	N	Y	1	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Dysart, Joshua D. M.	Bá, Gabriel	Mignola, Mike
AUG120104	STK441290	APR110034		BPRD HELL ON EARTH TP VOL 01 NEW WORLD (APR110034)	BPRD HELL ON EARTH TP	NEW WORLD	128899	1	0	VOL		19.99	DARK HORSE COMICS	 	1595827072	978159582707451999	0	0	0	V3	10	7/5/2012	N	9/19/2012	19.99	3	HO	MM	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Arcudi, John	Davis, Guy	Mignola, Mike
AUG120105	STK452361	SEP110018		BPRD HELL ON EARTH TP VOL 02 GODS AND MONSTERS (SEP110018)	BPRD HELL ON EARTH TP	GODS AND MONSTERS	128899	2	0	VOL		19.99	DARK HORSE COMICS	 	1595828222	978159582822451999	0	0	0	V3	10	7/5/2012	N	9/26/2012	19.99	3	HO	MM	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Mignola, Mike	Davis, Guy	Mignola, Mike
AUG120106	STK433633	SEP108175		BUFFY THE VAMPIRE SLAYER OMNIBUS TP VOL 01 NEW PTG (SEP10817	BUFFY THE VAMPIRE SLAYER OMNIBUS TP	NEW PTG	19826	1	0	VOL		24.99	DARK HORSE COMICS	 	159307784X	978159307784652499	0	0	0	V3	5	7/5/2012	N	9/19/2012	24.99	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Brereton, Daniel	Bennett, Joe	Lee, Paul
AUG120107	STK458766	SEP118128		BUFFY THE VAMPIRE SLAYER OMNIBUS TP VOL 02 (SEP118128)	BUFFY THE VAMPIRE SLAYER OMNIBUS TP		19826	2	1	VOL		24.99	DARK HORSE COMICS	 	1593078269	978159307826352499	0	0	0	V3	5	7/5/2012	N	9/26/2012	24.99	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Golden, Christopher	Kang, Hakjoon	Lee, Paul
AUG120108	STK443364	FEB118125		BUFFY THE VAMPIRE SLAYER OMNIBUS TP VOL 03 NEW PTG (FEB11812	BUFFY THE VAMPIRE SLAYER OMNIBUS TP	NEW PTG	19826	3	1	VOL		24.99	DARK HORSE COMICS	 	1593078854	978159307885052499	0	0	0	V3	5	7/5/2012	N	9/19/2012	24.99	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.  Price in order form correct.)	74	Brereton, Daniel	Bennett, Joe	Lee, Paul
AUG120109	STK361959	JAN080085		BUFFY THE VAMPIRE SLAYER OMNIBUS TP VOL 04 (JAN080085)	BUFFY THE VAMPIRE SLAYER OMNIBUS TP		19826	4	0	VOL		24.95	DARK HORSE COMICS	 	1593079680	978159307968052495	0	0	0	V3	5	7/5/2012	N	9/26/2012	24.95	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles. Price in order form correct.)	74	Watson, Andi	Powell, Eric	Lee, Paul
AUG120110	STK368558	APR080086		BUFFY THE VAMPIRE SLAYER OMNIBUS TP VOL 05 (APR080086)	BUFFY THE VAMPIRE SLAYER OMNIBUS TP		19826	5	0	VOL		24.95	DARK HORSE COMICS	 	1595822259	978159582225352495	0	0	0	V3	5	7/5/2012	N	9/19/2012	24.95	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Boal, Chris	Apon, Herb	Lee, Paul
AUG120111	STK382147	OCT080038		BUFFY THE VAMPIRE SLAYER OMNIBUS TP VOL 06 (OCT080038)	BUFFY THE VAMPIRE SLAYER OMNIBUS TP		19826	6	0	VOL		24.95	DARK HORSE COMICS	 	1595822429	978159582242052495	0	0	0	V3	5	7/5/2012	N	9/26/2012	24.95	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Benson, Amber	Clugston, Chynna	Lee, Paul
AUG120112	STK390993	FEB090104		BUFFY THE VAMPIRE SLAYER OMNIBUS TP VOL 07 (FEB090104)	BUFFY THE VAMPIRE SLAYER OMNIBUS TP		19826	7	0	VOL		24.95	DARK HORSE COMICS	 	159582331X	978159582331152495	0	0	0	V3	5	7/5/2012	N	9/19/2012	24.95	3	HO	BU	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Benson, Amber	AJ,	Lee, Paul
AUG120113	STK413553	DEC098042		CREEPY ARCHIVES HC VOL 01 NEW PTG (DEC098042)	CREEPY ARCHIVES HC	NEW PTG	124538	1	1	VOL		49.99	DARK HORSE COMICS	 	1593079737	978159307973454999	0	0	0	V3	3	7/5/2012	N	9/26/2012	49.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Ivie, Larry	Frazetta, Frank	Frazetta, Frank
AUG120114	STK382154	OCT080034		EERIE ARCHIVES HC VOL 01 (O/A)	EERIE ARCHIVES HC		125025	1	0	VOL		49.95	DARK HORSE COMICS	 	1595822453	978159582245154995	0	0	0	V3	3	8/31/2012	N	9/19/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles. Price in order form correct.)	74	Goodwin, Archie	Colan, Gene	Frazetta, Frank
AUG120115	STK404268	SEP090031		GOON TP VOL 00 ROUGH STUFF REVISED ED (SEP090031)	GOON TP	ROUGH STUFF REVISED ED	16243	0	0	VOL		13.99	DARK HORSE COMICS	 	1595824685	978159582468451399	0	0	0	V3	8	7/5/2012	N	9/26/2012	13.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120116	STK437339	FEB110017		GOON TP VOL 01 NOTHIN BUT MISERY CURR PTG (FEB110017)	GOON TP	NOTHIN BUT MISERY CURR PTG	16243	1	0	VOL		16.99	DARK HORSE COMICS	 	1595826246	978159582624451699	0	0	0	V3	6	7/5/2012	N	9/19/2012	16.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120117	STK422259	JUN100041		GOON TP VOL 02 MY MURDEROUS CHILDHOOD NEW PTG (JUN100041)	GOON TP	MY MURDEROUS CHILDHOOD NEW PTG	16243	2	2	VOL		16.99	DARK HORSE COMICS	 	1595826165	978159582616951699	0	0	0	V3	7	7/5/2012	N	9/26/2012	16.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Hotz, Kyle	Powell, Eric
AUG120118	STK443987	MAY110035		GOON TP VOL 03 HEAPS OF RUINATION 2ND ED (MAY110035)	GOON TP	HEAPS OF RUINATION 2ND ED	16243	3	0	VOL		16.99	DARK HORSE COMICS	 	1595826254	978159582625151699	0	0	0	V3	8	7/5/2012	N	9/19/2012	16.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Mignola, Mike	Powell, Eric
AUG120119	STK424288	JUL100074		GOON TP VOL 04 VIRTUE & GRIM CONSEQUENCES NEW PTG (JUL100074	GOON TP	VIRTUE & GRIM CONSEQUENCES NEW PTG	16243	4	0	VOL		16.99	DARK HORSE COMICS	 	1595826173	978159582617651699	0	0	0	V3	8	7/5/2012	N	9/26/2012	16.99	3	HO	XX	Y	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120120	STK444816	JUL110028		GOON TP VOL 05 WICKED INCLINATIONS 2ND ED (JUL110028)	GOON TP	WICKED INCLINATIONS 2ND ED	16243	5	0	VOL		16.99	DARK HORSE COMICS	 	1595826262	978159582626851699	0	0	0	V3	7	7/5/2012	N	9/19/2012	16.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120121	STK462213	NOV118143		GOON TP VOL 06 CHINATOWN & MYSTERY MR WICKER (NEW PTG) (NOV1	GOON TP	CHINATOWN & MYSTERY MR WICKER (NEW PTG)	16243	6	1	VOL		15.99	DARK HORSE COMICS	 	1595824065	978159582406651599	0	0	0	V3	7	7/5/2012	N	9/26/2012	15.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120122	STK409099	SEP098120		GOON TP VOL 07 PLACE OF HEARTACHE & GRIEF NEW PTG (SEP098120	GOON TP	PLACE OF HEARTACHE & GRIEF NEW PTG	16243	7	1	VOL		15.99	DARK HORSE COMICS	 	1595823115	978159582311351599	0	0	0	V3	7	7/5/2012	N	9/19/2012	15.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120123	STK432392	SEP108097		GOON TP VOL 08 THOSE THAT IS DAMNED NEW PTG (SEP108097)	GOON TP	THOSE THAT IS DAMNED NEW PTG	16243	8	0	VOL		15.99	DARK HORSE COMICS	 	1595823247	978159582324351599	0	0	0	V3	7	7/5/2012	N	9/26/2012	15.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120124	STK423577	APR108094		GOON TP VOL 09 CALAMITY OF CONSCIENCE NEW PTG (APR108094)	GOON TP	CALAMITY OF CONSCIENCE NEW PTG	16243	9	1	VOL		15.99	DARK HORSE COMICS	 	1595823468	978159582346551599	0	0	0	V3	7	7/5/2012	N	9/19/2012	15.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120125	STK429987	NOV108240		GOON TP VOL 10 DEATHS GREEDY COMEUPPANCE (NOV108240)	GOON TP	DEATHS GREEDY COMEUPPANCE	16243	10	0	VOL		16.99	DARK HORSE COMICS	 	1595826432	978159582643551699	0	0	0	V3	7	7/5/2012	N	9/26/2012	16.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120126	STK462108	FEB120041		GOON TP VOL 11 DEFORMED BODY & DEVIOUS MIND (FEB120041)	GOON TP	DEFORMED BODY & DEVIOUS MIND	16243	11	0	VOL		16.99	DARK HORSE COMICS	 	1595828818	978159582881151699	0	0	0	V3	7	7/5/2012	N	9/19/2012	16.99	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: An additional 5% off relisted Horror titles.)	74	Powell, Eric	Powell, Eric	Powell, Eric
AUG120127	STK462186	FEB120071		GOOD LUCK TROLLS 2.5 IN FIG MYSTERY BOX ASST (O/A) (C: 1-0-0	GOOD LUCK TROLLS 2.5 IN FIG MYSTERY BOX ASST		0		0			119.85	DARK HORSE COMICS	761568196870	1616592087	9781616592080	15	1	4	U3	1	8/31/2012	N	9/26/2012	119.85	10	PC	XX	N	N	Y	1	0	0	N	N		74	Na	Na	Na
AUG120128	STK460434	JAN120122		DOMO QEE SERIES 4 MYSTERY DISPLAY CASE (JAN120122) (C: 1-0-0	DOMO QEE SERIES 4 MYSTERY DISPLAY CASE		0		0			134.85	DARK HORSE COMICS	761568198287	1616592117	9781616592110	1	15	4	U3	1	7/5/2012	N	9/19/2012	134.85	10	PC	XX	N	N	Y	1	0	0	N	N		74	N/A	N/A	N/A
AUG120129	STK475156			BEFORE WATCHMEN RORSCHACH #2 (OF 4) (MR)	BEFORE WATCHMEN RORSCHACH		130517	2	0		4	3.99	DC COMICS	76194130982800211			0	0	0	D1	10	9/10/2012	Y	10/3/2012	3.99	1	SH	DU	Y	N	N	0	0	0	N	N	(NOTE: This title will be available for digital download day and date)	76	Azzarello, Brian	Bermajo, Lee	Bermajo, Lee
AUG120130	STK475157			BEFORE WATCHMEN RORSCHACH #2 (OF 4) VAR ED (MR)	BEFORE WATCHMEN RORSCHACH	VAR ED	130517	2	1		4	3.99	DC COMICS	76194130982800221			0	0	0	D1	10	9/10/2012	Y	10/3/2012	3.99	1	SH	DU	Y	N	N	0	0	0	N	N	(NOTE: For every 25 copies of Rorschach #2 ordered you may order 1 variant edition by Jock)	76	Azzarello, Brian	Bermajo, Lee	Jock,
AUG120131	STK475158			BEFORE WATCHMEN RORSCHACH #2 (OF 4) COMBO PACK (MR)	BEFORE WATCHMEN RORSCHACH	COMBO PACK	130518	2	0		4	4.99	DC COMICS	76194130982800231			0	0	0	D1	10	9/10/2012	Y	10/3/2012	4.99	1	SH	DU	Y	N	N	0	0	0	N	N	(NOTE: This title will be available for digital download day and date)	76			
AUG120132	STK475159			BEFORE WATCHMEN RORSCHACH #2 CONSIGNMENT COPIES (MR)	BEFORE WATCHMEN RORSCHACH #2 CONSIGNMENT COPIES		0		0			3.99	DC COMICS	 			0	0	0	D1	10	9/10/2012	Y	10/3/2012	3.99	1	SH	XX	Y	N	N	0	0	0	N	N	(NOTE: If your final order for Rorschach #2 meets or exceeds your post FOC order for Green Lantern #6 you may order up to 25% more of your standard cover order of Rorschach #2 as consignment copies)	76			
AUG120133	STK475148			BEFORE WATCHMEN DR MANHATTAN #2 (OF 4) (MR)	BEFORE WATCHMEN DR MANHATTAN		130515	2	0		4	3.99	DC COMICS	76194130979800211			0	0	0	D1	10	9/17/2012	Y	10/10/2012	3.99	1	SH	DU	Y	N	N	0	0	0	N	N	(NOTE: This title will be available for digital download day and date)	77	Straczynski, J. Michael	Hughes, Adam	Hughes, Adam
AUG120134	STK475150			BEFORE WATCHMEN DR MANHATTAN #2 (OF 4) VAR ED (MR)	BEFORE WATCHMEN DR MANHATTAN	VAR ED	130515	2	1		4	3.99	DC COMICS	76194130979800221			0	0	0	D1	10	9/17/2012	Y	10/10/2012	3.99	1	SH	DU	Y	N	N	0	0	0	N	N	(NOTE: For every 25 copies of Dr Manhattan #2 ordered you may order 1 variant cover by P. Craig Russell)	77	Straczynski, J. Michael	Russell, P. Craig	
AUG120135	STK475151			BEFORE WATCHMEN DR MANHATTAN #2 (OF 4) COMBO PACK (MR)	BEFORE WATCHMEN DR MANHATTAN	COMBO PACK	130516	2	0		4	4.99	DC COMICS	76194130979800231			0	0	0	D1	10	9/17/2012	Y	10/10/2012	4.99	1	SH	DU	Y	N	N	0	0	0	N	N	(NOTE: This title will be available for digital download day and date)	77			
